,工作名称,工作城市,工作地点,工作公司,工作薪资,最大薪资(K),最小薪资(K),平均工资(K),工作学历,工作标签,工作经验,招聘详情页链接
3431,Python/RPA 开发工程师,合肥,合肥·蜀山区·井岗,咨同科技,5-8K,8,5,6.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/ac662c9fea6a8b6433d_2tS4.html
3432,Python开发工程师,合肥,合肥·蜀山区·高新区,太极计算机,10-15K·13薪,15,10,12.5,不限,计算机软件,1-3年,https://www.zhipin.com/gongsi/c7c056d39e97bc741nF739W4GFs~.html
3433,爬虫专家,合肥,合肥,大智慧,20-30K,30,20,25.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1dcc1527f92c54581nRz2d61.html
3434,Odoo开发工程师,合肥,合肥·包河区·滨湖世纪,安徽小天才软件科...,10-15K·13薪,15,10,12.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/42b97f0d30df7caa1nF639q4GFo~.html
3435,Python开发工程师,合肥,合肥·蜀山区·井岗,本源量子,11-20K·13薪,20,11,15.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/2f6835cdc91ff24503Z52N6-FQ~~.html
3436,软件维护工程师,合肥,合肥·包河区·滨湖世纪,翰才,25-30K,30,25,27.5,硕士,互联网金融,经验不限,https://www.zhipin.com/gongsi/8c49d72abe0c4e4e1nB-3dm-FVU~.html
3437,python,合肥,合肥·蜀山区·井岗,智博天下,12-20K·13薪,20,12,16.0,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3438,Python数据爬虫,合肥,合肥·蜀山区·荷叶地,江湖科技IJH,8-12K,12,8,10.0,大专,移动互联网,1-3年,https://www.zhipin.com/gongsi/bdafe0eeba2610b70nZy0967.html
3439,Python开发工程师_合肥,合肥,合肥·蜀山区·高新区,文因互联,8-12K,12,8,10.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/0c7a02e7531aa6851XJy09U~.html
3440,Python开发工程师（监控方向）,合肥,合肥·蜀山区·高新区,润宇科技,8-12K·13薪,12,8,10.0,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/1f352b10017ba9920XZz2dS8Ew~~.html
3441,爬虫开发工程师,合肥,合肥·包河区·滨湖世纪,中杰科技,8-10K,10,8,9.0,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/357247219e5790051XR43d-5EQ~~.html
3442,Python软件开发,合肥,合肥,合趣科技,6-10K,10,6,8.0,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3444,Python工程师,合肥,合肥·蜀山区·高新区,壹零贰肆加科技,6-11K·15薪,11,6,8.5,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/fbbf17fb73148b6a1nZ90ti7E1U~.html
3445,Odoo开发工程师,合肥,合肥·蜀山区·井岗,泛米智能,10-15K·13薪,15,10,12.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/050a55b637b681f91nB42968GA~~.html
3446,Python工程师,合肥,合肥·瑶海区·长淮,合肥鑫山,8-11K·13薪,11,8,9.5,本科,企业服务,1-3年,https://www.zhipin.com/gongsi/22c886c83960e1581HJ92tu9.html
3447,Python初级工程师,合肥,合肥·蜀山区·井岗,智博天下,6-9K·13薪,9,6,7.5,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3448,Python开发工程师_合肥,合肥,合肥·蜀山区·高新区,文因互联,8-12K,12,8,10.0,本科,互联网,1-3年,https://www.zhipin.com/gongsi/0c7a02e7531aa6851XJy09U~.html
3449,python软件工程师,合肥,合肥·蜀山区·桃花,合趣科技,8-11K,11,8,9.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3450,软件维护工程师,合肥,合肥·包河区·滨湖世纪,翰才,10-13K,13,10,11.5,硕士,互联网金融,经验不限,https://www.zhipin.com/gongsi/8c49d72abe0c4e4e1nB-3dm-FVU~.html
3451,Python开发工程师,合肥,合肥·蜀山区·高新区,泛米智能,9-14K·13薪,14,9,11.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/050a55b637b681f91nB42968GA~~.html
3452,Python,合肥,合肥·蜀山区·井岗,智博天下,10-14K·13薪,14,10,12.0,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3453,软件开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,10-15K,15,10,12.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3454,python工程师,合肥,合肥·蜀山区·井岗,智博天下,10-15K·13薪,15,10,12.5,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/92b6d367ad5db08f0nJ72du5.html
3455,Python工程师,合肥,合肥·蜀山区·桃花,合趣科技,6-9K,9,6,7.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3456,软件开发,合肥,合肥·蜀山区·桃花,合趣科技,10-15K,15,10,12.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3457,python开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,7-10K,10,7,8.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3458,python软件工程师全职实习生,合肥,合肥·蜀山区·桃花,合趣科技,5-8K,8,5,6.5,本科,电子商务,1年以内,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3459,Python后端软件开发（对接电商平台）,合肥,合肥·蜀山区·桃花,合趣科技,10-15K,15,10,12.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3460,亚马逊Python开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,10-15K,15,10,12.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3461,Python开发工程师,合肥,合肥·蜀山区·桃花,合趣科技,8-12K,12,8,10.0,本科,电子商务,3-5年,https://www.zhipin.com/gongsi/01bdc770b3fbf93e1nx93ti5EQ~~.html
3462,通用软件开发工程师（java、python、C/C++）,济南,济南·历下区·奥体,华为技术有限公司,14-23K,23,14,18.5,不限,计算机软件,在校/应届,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
3463,Python研发工程师,济南,济南,浪潮信息,11-20K,20,11,15.5,不限,智能硬件,3-5年,https://www.zhipin.com/gongsi/bfb01db07c0d24361nJ_3tS9.html
3464,python开发工程师（工作地烟台）,济南,济南·历下区·齐鲁软件园,星商电子商务有限公司,12-17K,17,12,14.5,本科,贸易/进出口,3-5年,https://www.zhipin.com/gongsi/caeb2c47259cf4d10nFy2tq9.html
3465,少儿编程讲师 五险一金双休 就近安排,济南,济南·槐荫区·和谐广场,童程童美少儿编程,7-12K,12,7,9.5,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/bd7107a6a9c1af531nV509W1EFQ~.html
3466,Python研发工程师,济南,济南·历下区·齐鲁软件园,深圳浪潮早上班,9-14K·13薪,14,9,11.5,本科,计算机服务,经验不限,https://www.zhipin.com/gongsi/b36ddf8653dc57cb1XZ-2dy7Fg~~.html
3467,Python工程师,济南,济南,智洋创新,9-14K,14,9,11.5,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/16942204daba9fec1nV429S7EVc~.html
3468,Python开发工程师,济南,济南·历下区·齐鲁软件园,济南信通达,9-14K·13薪,14,9,11.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/70b174222cdd51411X153Nq-.html
3469,安全开发工程师,济南,济南·历下区·大明湖,恒安嘉新,12-16K·13薪,16,12,14.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/f367cdf3fe9555ce1X150tq7.html
3470,量化IT开发工程师,济南,济南,文财私募,12-20K,20,12,16.0,不限,基金,经验不限,https://www.zhipin.com/gongsi/216db6a87eb99c941HN82dS_Fg~~.html
3471,大数据讲师,济南,济南·历城区·汉峪金谷,慧科集团,10-13K,13,10,11.5,本科,在线教育,1年以内,https://www.zhipin.com/gongsi/f6fba2b90a6dcb6b03Z93tu7.html
3472,爬虫工程师,济南,济南·长清区·长清大学城,以艺聚道文化传媒,15-16K,16,15,15.5,本科,电子商务,5-10年,https://www.zhipin.com/gongsi/58ecfdad57d3f9210n1_3NW_FA~~.html
3473,BMC固件工程师,济南,济南·市中区·二环南路,安迈信息,6-11K·13薪,11,6,8.5,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/ef654b3fc2a4fb321H1_2d-5Eg~~.html
3474,后端软件开发工程师,济南,济南·历下区·千佛山,山东纳博士连锁超市,8-12K,12,8,10.0,大专,批发/零售,3-5年,https://www.zhipin.com/gongsi/9197719b0fbb5c400HN_09y8GQ~~.html
3475,Python开发工程师,济南,济南·历下区·齐鲁软件园,爱国小男孩,10-15K,15,10,12.5,大专,智能硬件,5-10年,https://www.zhipin.com/gongsi/0d869561e592dc741XVz290~.html
3476,django开发工程师,济南,济南·市中区·经七路,中睿天下,5-10K·13薪,10,5,7.5,大专,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/486c490e7d50d1050XN72tS1EA~~.html
3477,python后端工程师,济南,济南·市中区·万达广场,中睿天下,10-15K,15,10,12.5,不限,信息安全,经验不限,https://www.zhipin.com/gongsi/79b0e6fe06cd19571nV63du1EA~~.html
3478,本地化工程师,济南,济南·历下区·齐鲁软件园,Lionbridge,5-7K,7,5,6.0,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/98a8948755a4f0cc1nd8092_FA~~.html
3479,python研发工程师（双休+五险一金+年假）,济南,济南·市中区·大观园,海联讯,14-18K,18,14,16.0,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/cd361043ecb21e181nZ93Nu1GVo~.html
3480,人工智能研发工程师,济南,济南·历城区·汉峪金谷,山东信达,9-14K,14,9,11.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/9a869fae2c7295fe0H1y3t25Ew~~.html
3481,python开发工程师（急聘+双休）,济南,济南·历下区·齐鲁软件园,耀鹏世纪,6-11K,11,6,8.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/c615a1834eb016da1nNz3tS6FFc~.html
3482,RPA实施工程师,济南,济南·市中区·建设路,数字天堂,7-12K,12,7,9.5,本科,移动互联网,1年以内,https://www.zhipin.com/gongsi/dd656d5507f6f3f41nV_2d6-GQ~~.html
3483,Python,济南,济南·历城区·洪家楼,伯阳远泰,6-10K,10,6,8.0,不限,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/c61df7460be7e22d0HJ72ty9GA~~.html
3484,python讲师,济南,济南·历下区·姚家,山东闪亮智能科技,6-10K,10,6,8.0,本科,互联网,经验不限,https://www.zhipin.com/gongsi/1f2697993ee88eaa3n1y3NS0.html
3485,Python,济南,济南·历下区·高新会展中心,米多网络科技,8-12K,12,8,10.0,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/24ee331ace2a5f881XB439q4FQ~~.html
3486,爬虫工程师,济南,济南·天桥区·无影山,沃奇智能,5-8K,8,5,6.5,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/4c719c71a0e7a8cc1HB63d--EA~~.html
3487,Python,济南,济南·历下区·齐鲁软件园,瑞宁,9-18K,18,9,13.5,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/12e41ff415358cc11nR62tQ~.html
3488,大数据工程师,济南,济南·历下区·奥体,山东炫火,8-12K,12,8,10.0,大专,计算机服务,1-3年,https://www.zhipin.com/gongsi/98f6c132972c79860HV62du7GQ~~.html
3489,python软件工程师,济南,济南·历下区·齐鲁软件园,壹零贰肆,6-10K·13薪,10,6,8.0,不限,计算机软件,经验不限,https://www.zhipin.com/gongsi/f8ab45531745e3690nB62t6-GA~~.html
3490,软件开发,济南,济南·历下区·高新会展中心,引途科技,8-11K,11,8,9.5,大专,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/20e139b919ec000e1HRz3t-0FA~~.html
3491,python爬虫、数据仓库开发工程师,济南,济南·槐荫区·济南西站,课观教育,5-8K,8,5,6.5,本科,互联网,1-3年,https://www.zhipin.com/gongsi/6e3b6017ac41f7eb33Ny2Q~~.html
3492,Python 高级提效工程师,济南,济南·历城区·唐冶,易博弛,25-35K,35,25,30.0,本科,机械设备/机电/重工,5-10年,https://www.zhipin.com/gongsi/29a52bc05e67604f1nB70ti-E1Y~.html
3493,OpenStack研发工程师-济南,济南,济南·历下区·齐鲁软件园,乘云软件,15-30K,30,15,22.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/ea721b5b8b3970db1nN50961GFY~.html
3494,Python全栈工程师,济南,济南·槐荫区·济南西站,智程工场,13-26K,26,13,19.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/b8ef28e4e9d5b9f43nF73966Eg~~.html
3495,Python,济南,济南·历下区·奥体,方寸物造,8-13K,13,8,10.5,大专,广告/公关/会展,1-3年,https://www.zhipin.com/gongsi/830e09924946ea101X163di6.html
3496,go语言后端开发工程师,济南,济南·历下区·齐鲁软件园,济南新视界网络科技,5-7K,7,5,6.0,大专,移动互联网,1-3年,https://www.zhipin.com/gongsi/422066547b27b21003d80tS8.html
3497,Odoo开发工程师,济南,济南·历下区·齐鲁软件园,印象(山东)大数...,15-16K,16,15,15.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/9674e73efab8a2501nF43d60FlM~.html
3498,Python后端开发,济南,济南·历城区·汉峪金谷,神荼科技,12-20K,20,12,16.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/f65acfb9d63c7b421nd839u-FQ~~.html
3499,后台开发工程师,济南,济南·历城区·唐冶,多普康产研科技,12-20K,20,12,16.0,本科,互联网,3-5年,https://www.zhipin.com/gongsi/4ce286fe9f33e39d1nx_2tm7EVs~.html
3500,软件开发工程师（C/C++/Go/Python）,济南,济南·历下区·齐鲁软件园,博观智能,12-18K·14薪,18,12,15.0,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/1008efb2202239a50HV72N67GA~~.html
3501,后端开发高级工程师,济南,济南,笛卡尔盾,15-20K,20,15,17.5,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/7fa9ded67ce5bb2f1nd_092_EVA~.html
3502,软件工程师,济南,济南·历下区·商贸学校,派蒙,10-15K,15,10,12.5,本科,机械设备/机电/重工,1-3年,https://www.zhipin.com/gongsi/b79fe425a3ff80d11XFz2NW8FQ~~.html
3503,CS EE 金融工程 数据分析 程序员兼职,济南,济南·市中区·万达广场,康晖教育,15-16K,16,15,15.5,硕士,培训机构,经验不限,https://www.zhipin.com/gongsi/b0b7a629f50027f71nN80tq0Fls~.html
3504,后端开发工程师,济南,济南,山东智研院,10-15K,15,10,12.5,硕士,计算机硬件,1-3年,https://www.zhipin.com/gongsi/4f4423c218cd660f1nVy2Nm4FVQ~.html
3505,Python 开发工程师,济南,济南·历城区·汉峪金谷,皇利电子商务,8-13K,13,8,10.5,本科,电子商务,1-3年,https://www.zhipin.com/gongsi/5e4c2015b70cd9711nR_3dq1Fg~~.html
3506,Python开发工程师,济南,济南·历城区·盖家沟,山东盈融,5-6K,6,5,5.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/b8fcebaff7492b8f031439m0FQ~~.html
3507,Python,济南,济南·历下区·奥体,济南大象信息,8-13K,13,8,10.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/fef739ada1806dda1XF939W1GA~~.html
3508,Python开发工程师,济南,济南·市中区·大观园,鼎喆生物,10-15K,15,10,12.5,本科,医疗健康,1-3年,https://www.zhipin.com/gongsi/eedd7209084896071XZ83tu8Eg~~.html
3509,Python工程师,济南,济南·历下区·姚家,筑梦园,5-9K,9,5,7.0,大专,互联网,1-3年,https://www.zhipin.com/gongsi/49e35b75dc5f049b0nN70ti6.html
3510,Python,济南,济南·历下区·奥体,固源信息科技,7-10K,10,7,8.5,不限,信息安全,1-3年,https://www.zhipin.com/gongsi/3efb101a585a89e31nR53Nq4GQ~~.html
3511,国企招聘后端,济南,济南·历城区·汉峪金谷,山东华汇,6-10K,10,6,8.0,不限,数据服务,1-3年,https://www.zhipin.com/gongsi/98cf33fed5c35dca0nB509u_Eg~~.html
3512,RPA实施开发工程师,济南,济南·市中区·杆石桥,奔腾达,6-11K,11,6,8.5,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/02e2d2853c61f1701H1z0969.html
3513,Python开发工程师,济南,济南·历下区·茂岭山,三木众合科技,5-9K,9,5,7.0,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/e4852a647629b20b0H193t21GQ~~.html
3514,python后台工程师,济南,济南·历下区·齐鲁软件园,互信软件,7-12K·13薪,12,7,9.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/adcf2f926822016a33N63tq0FA~~.html
3515,Python开发工程师,济南,济南·历下区·齐鲁软件园,汇泉教育科技,7-10K,10,7,8.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/56c5e24942dd6fea3nd80965EA~~.html
3516,python后端开发工程师,济南,济南·历下区·奥体,高质标准化研究院,5-10K,10,5,7.5,大专,学术/科研,1-3年,https://www.zhipin.com/gongsi/48a684ead27ba95a0HR909m7EQ~~.html
3517,Python,济南,济南,天乐网络科技,5-9K,9,5,7.0,不限,游戏,1-3年,https://www.zhipin.com/gongsi/2eb22114ce6081931nd839W-GVQ~.html
3518,Python讲师,济南,济南·历城区·王舍人,瓦特机器人俱乐部,6-9K,9,6,7.5,大专,在线教育,经验不限,https://www.zhipin.com/gongsi/51274b9a935e29ed1nd72N25Eg~~.html
3519,PYTHON工程师,济南,济南·市中区·阳光舜城,山东中思,8-12K,12,8,10.0,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/31cdedc317d24f271XB82di1FQ~~.html
3520,爬虫工程师,济南,济南·历城区·汉峪金谷,山东贝赛信息科技,8-12K,12,8,10.0,大专,数据服务,1-3年,https://www.zhipin.com/gongsi/702286f2f2ebe9890HV80969.html
3521,Python开发工程师,济南,济南·槐荫区·张庄路,鲁能控制,6-8K,8,6,7.0,本科,智能硬件,1年以内,https://www.zhipin.com/gongsi/e1e59490da11929503Z62Ny6Eg~~.html
3523,技术开发（实施）工程师,济南,济南·市中区·大观园,拓锐科技,7-10K,10,7,8.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/7f30ed39aa0d6f711nV92du4GVQ~.html
3524,后端开发,济南,济南·历下区·姚家,济南妙音,4-6K,6,4,5.0,本科,媒体,3-5年,https://www.zhipin.com/gongsi/435265a5c7b57d6b031z29q8.html
3525,Python工程师—莱芜,济南,济南·莱芜区·银座,池源科技,8-13K,13,8,10.5,大专,移动互联网,1-3年,https://www.zhipin.com/gongsi/e354d1c3438ff94b03J80924GA~~.html
3526,Python,济南,济南·历城区·汉峪金谷,源鲁,8-13K,13,8,10.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/d25c5c7026ba0b651H1629m4Eg~~.html
3527,python技术人员,济南,济南·槐荫区·西市场,山东宝智,5-8K,8,5,6.5,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/e11f4098bf9411810nV63t6_EQ~~.html
3528,Python讲师,济南,济南·长清区·长清大学城,华兴教育,5-10K,10,5,7.5,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/52069f31866e45c31XN93Nu4EQ~~.html
3529,Python Web工程师,济南,济南·历城区·汉峪金谷,中恒升,6-11K,11,6,8.5,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/0a57715928ba47301ndz3t-4GFc~.html
3530,Python工程师,济南,济南·章丘区·遥墙国际机场,泉意光罩光电科技,10-15K,15,10,12.5,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/332f19688d31e81c1nJ609W9FVM~.html
3531,Python,济南,济南·槐荫区·南辛庄,慈光,4-6K,6,4,5.0,大专,医疗/护理/卫生,3-5年,https://www.zhipin.com/gongsi/2ced0d81c22dd8bc1nN43dm_EVA~.html
3532,Python爬虫工程师,济南,济南·历下区·盛福,腾昇,7-12K,12,7,9.5,不限,移动互联网,1-3年,https://www.zhipin.com/gongsi/61a20a9301b346cb3nV-39S5FA~~.html
3533,软件开发工程师,济南,济南·历城区·华龙路沿线,智新智能,5-6K,6,5,5.5,本科,电子/半导体/集成电路,1-3年,https://www.zhipin.com/gongsi/beeb7fbbd76c8e741nF90tS-Flo~.html
3534,软件工程师,济南,济南·历城区·汉峪金谷,冠宇钮汇,5-8K,8,5,6.5,本科,专利/商标/知识产权,1-3年,https://www.zhipin.com/gongsi/5a8cbc89bda5ac250HV43t6-Ew~~.html
3535,Python老师,济南,济南·天桥区·堤口路,禾田教育,4-7K,7,4,5.5,大专,培训机构,经验不限,https://www.zhipin.com/gongsi/39b13255e85232211n1-2Nm0Fw~~.html
3536,Python工程师,济南,济南·市中区·伟东新都,旭博智能工程,10-15K·13薪,15,10,12.5,本科,互联网,3-5年,https://www.zhipin.com/gongsi/cc7da84f8ea66ba803Ny3du-EA~~.html
3537,Python开发工程师,济南,济南·历下区·齐鲁软件园,深圳浪潮早上班,8-13K,13,8,10.5,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/b36ddf8653dc57cb1XZ-2dy7Fg~~.html
3538,Python开发工程师,济南,济南·历下区·齐鲁软件园,云舒,7-12K·13薪,12,7,9.5,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/6979bd86ffbafdc61nBz3927ElQ~.html
